"group","provided","accepted","level","quality_code"
"IDREM","Syrphidae","Syrphidae","Familia",10
"IDREM","Tabanidae","Tabanidae","Familia",10
"INREM","Taeniopterygidae","Taeniopterygidae","Familia",10
"CRAMP","Talitridae","Talitridae","Familia",10
"CRREM","Tanaidae","Tanaididae","Familia",20
"CRREM","Tanaididae","Tanaididae","Familia",10
"MOBIV","Tellinidae","Tellinidae","Familia",10
"APPOL","Terebellidae","Terebellidae","Familia",10
"MOBIV","Teredinidae","Teredinidae","Familia",10
"MOGAS","Tergipedidae","Tergipedidae","Familia",10
"MAREM","Tetrastemmatidae","Tetrastemmatidae","Familia",10
"INREM","Tetrigidae","Tetrigidae","Familia",10
"ARACH","Teutoniidae","Teutoniidae","Familia",10
"IDREM","Thaumaleidae","Thaumaleidae","Familia",10
"IDREM","Therevidae","Therevidae","Familia",10
"MOGAS","Thiaridae","Thiaridae","Familia",10
"CRDEC","Thiidae","Thiidae","Familia",10
"MOBIV","Thraciidae","Thraciidae","Familia",10
"MOBIV","Thyasiridae","Thyasiridae","Familia",10
"IDREM","Tipulidae","Tipulidae","Familia",10
"MOGAS","Tornidae","Tornidae","Familia",10
"ARACH","Torrenticolidae","Torrenticolidae","Familia",10
"APPOL","Trichobranchidae","Trichobranchidae","Familia",10
"MOGAS","Tricoliidae","Tricoliidae","Familia",10
"APTUR","Trigonostomidae","Trigonostomidae","Familia",10
"BRHYP","Triticellidae","Triticellidae","Familia",10
"MOGAS","Trochidae","Trochidae","Familia",10
"APOLI","Tubificidae","Tubificidae","Familia",10
"MAREM","Tubulanidae","Tubulanidae","Familia",10
"BRHYP","Tubulariidae","Tubulariidae","Familia",10
"MOGAS","Turbinidae","Turbinidae","Familia",10
"MOGAS","Turridae","Turridae","Familia","NA"
"MOGAS","Turritellidae","Turritellidae","Familia",10
"APTUR","Typhloplanidae","Typhloplanidae","Familia",10
"MOBIV","Ungulinidae","Ungulinidae","Familia",10
"ARACH","Unionicolidae","Unionicolidae","Familia",10
"MOBIV","Unionidae","Unionidae","Familia",10
"CRDEC","Upogebiidae","Upogebiidae","Familia",10
"CRAMP","Urothoidae","Urothoidae","Familia",10
"MOGAS","Valvatidae","Valvatidae","Familia",10
"CRDEC","Grapsidae","Varunidae","Familia",20
"CRDEC","Varunidae","Varunidae","Familia",10
"INHET","Veliidae","Veliidae","Familia",10
"MOBIV","Veneridae","Veneridae","Familia",10
"BRHYP","Vesiculariidae","Vesiculariidae","Familia",10
"MOGAS","Viviparidae","Viviparidae","Familia",10
"ARACH","Wettinidae","Wettinidae","Familia",10
"IDREM","Xylomyidae","Xylomyidae","Familia",10
"MOBIV","Yoldiidae","Yoldiidae","Familia",10
"ARACH","Zetomimidae","Zetomimidae","Familia",10
"MOGAS","Armiger crista f. cristata","Gyraulus crista f. cristata","Forma",20
"MOGAS","Gyraulus crista f. cristata","Gyraulus crista f. cristata","Forma",10
"MOGAS","Armiger crista f. spinulosa","Gyraulus crista f. spinulosa","Forma",20
"MOGAS","Gyraulus crista f. spinulosa","Gyraulus crista f. spinulosa","Forma",10
"MOBIV","Pisidium casertanum f. plicatum","Pisidium casertanum f. plicatum","Forma",10
"MOBIV","Pisidium casertanum f. ponderosa","Pisidium casertanum f. ponderosa","Forma",10
"MOBIV","Pisidium nitidum f. arenicola","Pisidium nitidum f. arenicola","Forma",10
"MOBIV","Pisidium nitidum f. crassa","Pisidium nitidum f. crassa","Forma",10
"MOBIV","Pisidium henslowanum f. inappendiculatum","Pisidium subtruncatum","Forma",20
"BRHYP","Abietinaria","Abietinaria","Genus",10
"IDCHI","Ablabesmyia","Ablabesmyia","Genus",10
"IDCHI","Ablabesmyia monilis/longistyla","Ablabesmyia","Genus",80
"IDCHI","Ablabesmyia monilis/phatta","Ablabesmyia","Genus",80
"CRAMP","Abludomelita","Abludomelita","Genus",10
"MOBIV","Abra","Abra","Genus",10
"APPOL","Abyssoninoe","Abyssoninoe","Genus",10
"IDCHI","Acamptocladius","Acamptocladius","Genus",10
"MOBIV","Acanthocardia","Acanthocardia","Genus",10
"MAREM","Acanthocephalus","Acanthocephalus","Genus",10
"MOGAS","Acanthodoris","Acanthodoris","Genus",10
"INLEP","Acentria","Acentria","Genus",10
"APOLI","Achaeta","Achaeta","Genus",10
"CRDEC","Achaeus","Achaeus","Genus",10
"ARACH","Achelia","Achelia","Genus",10
"CRAMP","Acidostoma","Acidostoma","Genus",10
"INCOL","Acilius","Acilius","Genus",10
"MOGAS","Aclis","Aclis","Genus","NA"
"IDCHI","Acricotopus","Acricotopus","Genus",10
"ECHIN","Acrocnida","Acrocnida","Genus",10
"MOGAS","Acroloxus","Acroloxus","Genus",10
"IDREM","Acropsilus","Acropsilus","Genus",10
"MOGAS","Acteon","Acteon","Genus",10
"MAREM","Actinia","Actinia","Genus",10
"MAREM","Actinothoe","Actinothoe","Genus",10
"IDREM","Adelphomyia","Adelphomyia","Genus",10
"INTRI","Adicella","Adicella","Genus",10
"MOBIV","Adontorhina","Adontorhina","Genus",10
"IDREM","Aedes","Aedes","Genus",10
"IDREM","Aedes cinereus/geminus","Aedes","Genus",80
"IDREM","Culex pipiens/torrentium","Aedes","Genus",80
"MOGAS","Aeolidia","Aeolidia","Genus",10
"APOLI","Aeolosoma","Aeolosoma","Genus",10
"INODO","Aeshna","Aeshna","Genus",10
"INODO","Aeshna grandis/viridis","Aeshna","Genus",80
"INODO","Aeshna subarctica/juncea","Aeshna","Genus",80
"INCOL","Agabus","Agabus","Genus",10
"INTRI","Agapetus","Agapetus","Genus",10
"BRHYP","Aglaophenia","Aglaophenia","Genus",10
"INTRI","Agraylea","Agraylea","Genus",10
"INTRI","Agrypnia","Agrypnia","Genus",10
"INTRI","Dasystegia","Agrypnia","Genus",20
"CRREM","Akanthophoreus","Akanthophoreus","Genus",10
"ARACH","Albia","Albia","Genus",10
"APHIR","Alboglossiphonia","Alboglossiphonia","Genus",10
"BRHYP","Alcyonidioides","Alcyonidioides","Genus",10
"BRHYP","Alcyonidium","Alcyonidium","Genus",10
"MOGAS","Alderia","Alderia","Genus",10
"APPOL","Alitta","Alitta","Genus",10
"APPOL","Alkmaria","Alkmaria","Genus",10
"IDCHI","Allocladius","Allocladius","Genus",10
"INTRI","Allogamus","Allogamus","Genus",10
"APOLI","Allolobophora","Allolobophora","Genus",10
"CRAMP","Allomelita","Allomelita","Genus",10
"MOBIV","Altenaeum","Altenaeum","Genus",10
"MOGAS","Alvania","Alvania","Genus",10
"INCOL","Amalorrhynchus","Amalorrhynchus","Genus",10
"INEPH","Ameletus","Ameletus","Genus",10
"INEPH","Ametropus","Ametropus","Genus",10
"ARACH","Ammothella","Ammothella","Genus",10
"CRAMP","Ampelisca","Ampelisca","Genus",10
"APPOL","Ampharete","Ampharete","Genus",10
"APPOL","Ampharete lindstroemi agg.","Ampharete","Genus",80
"CRREM","Amphibalanus","Amphibalanus","Genus",10
"APOLI","Amphichaeta","Amphichaeta","Genus",10
"CRAMP","Amphilochus","Amphilochus","Genus",10
"INREM","Amphinemura","Amphinemura","Genus",10
"ECHIN","Amphipholis","Amphipholis","Genus",10
"CRAMP","Amphitoe","Amphitoe","Genus","NA"
"APPOL","Amphitrite","Amphitrite","Genus",10
"ECHIN","Amphiura","Amphiura","Genus",10
"INTRI","Anabolia","Anabolia","Genus",10
"INCOL","Anacaena","Anacaena","Genus",10
"APPOL","Anaitides","Anaitides","Genus",10
"IDREM","Anasimyia","Anasimyia","Genus",10
"IDCHI","Anatopynia","Anatopynia","Genus",10
"INODO","Anax","Anax","Genus",10
"MOGAS","Ancylus","Ancylus","Genus",10
"MOBIV","Angulus","Angulus","Genus",10
"MOGAS","Anisus","Anisus","Genus",10
"MOGAS","Anisus leucostoma/spirorbis","Anisus","Genus",80
"INTRI","Annitella","Annitella","Genus",10
"APPOL","Anobothrus","Anobothrus","Genus",10
"MOBIV","Anodonta","Anodonta","Genus",10
"MOBIV","Anomia","Anomia","Genus",10
"IDREM","Anopheles","Anopheles","Genus",10
"IDREM","Anopheles maculipennis gr.","Anopheles","Genus",80
"ARACH","Anoplodactylus","Anoplodactylus","Genus",10
"MOREM","Antalis","Antalis","Genus","NA"
"IDREM","Anticheta","Anticheta","Genus",10
"APPOL","Antinoella","Antinoella","Genus",10
"IDREM","Antocha","Antocha","Genus",10
"APPOL","Aonides","Aonides","Genus",10
"CRAMP","Aora","Aora","Genus",10
"INTRI","Apatania","Apatania","Genus",10
"APPOL","Aphelochaeta","Aphelochaeta","Genus",10
"INHET","Aphelocheirus","Aphelocheirus","Genus",10
"CRAMP","Apherusa","Apherusa","Genus",10
"APPOL","Aphrodita","Aphrodita","Genus",10
"APPOL","Apistobranchus","Apistobranchus","Genus",10
"MOGAS","Aplexa","Aplexa","Genus",10
"CRAMP","Apocorophium","Apocorophium","Genus",10
"APOLI","Aporrectodea","Aporrectodea","Genus",10
"IDCHI","Apsectrotanypus","Apsectrotanypus","Genus",10
"INHET","Aquarius","Aquarius","Genus",10
"MOBIV","Arcopagia","Arcopagia","Genus",10
"APOLI","Arcteonais","Arcteonais","Genus",10
"MOBIV","Arctica","Arctica","Genus",10
"INHET","Arctocorisa","Arctocorisa","Genus",10
"IDCHI","Arctopelopia","Arctopelopia","Genus",10
"MOBIV","Arculus","Arculus","Genus","NA"
"APPOL","Arenicola","Arenicola","Genus",10
"CRAMP","Argissa","Argissa","Genus",10
"CRREM","Argulus","Argulus","Genus",10
"ARACH","Argyroneta","Argyroneta","Genus",10
"APPOL","Aricidea","Aricidea","Genus",10
"ARACH","Arrenurus","Arrenurus","Genus",10
"INEPH","Arthroplea","Arthroplea","Genus",10
"ECHIN","Ascidiella","Ascidiella","Genus",10
"CRISO","Asellus","Asellus","Genus",10
"MOGAS","Assiminea","Assiminea","Genus",10
"CRISO","Astacilla","Astacilla","Genus","NA"
"CRDEC","Astacus","Astacus","Genus",10
"MOBIV","Astarte","Astarte","Genus",10
"ECHIN","Asterias","Asterias","Genus",10
"ECHIN","Astropecten","Astropecten","Genus",10
"CRDEC","Athanas","Athanas","Genus",10
"IDREM","Atherix","Atherix","Genus",10
"APPOL","Atherospio","Atherospio","Genus",10
"INTRI","Athripsodes","Athripsodes","Genus",10
"ARACH","Atractides","Atractides","Genus",10
"IDREM","Atrichopogon","Atrichopogon","Genus",10
"IDREM","Atrichops","Atrichops","Genus",10
"ARACH","Aturus","Aturus","Genus",10
"CRDEC","Atyaephyra","Atyaephyra","Genus",10
"IDREM","Atylotus","Atylotus","Genus",10
"CRAMP","Atylus","Atylus","Genus",10
"INCOL","Augyles","Augyles","Genus",10
"INCOL","Heterocerus [2]","Augyles","Genus",20
"INCOL","Aulacochthebius","Aulacochthebius","Genus",10
"APOLI","Aulodrilus","Aulodrilus","Genus",10
"APOLI","Aulodrilus japonicus/pluriseta","Aulodrilus","Genus",80
"INCOL","Aulonogyrus","Aulonogyrus","Genus",10
"APOLI","Aulophorus","Aulophorus","Genus",10
"MOGAS","Auriculinella","Auriculinella","Genus",10
"MOGAS","Leucophytia","Auriculinella","Genus",20
"IDREM","Austrolimnophila","Austrolimnophila","Genus",10
"CRREM","Austrominius","Austrominius","Genus",10
"APPOL","Autolytus","Autolytus","Genus",10
"CRAMP","Autonoe","Autonoe","Genus",10
"MOGAS","Avenionia","Avenionia","Genus",10
"MOBIV","Axinulus","Axinulus","Genus",10
"ARACH","Axonopsis","Axonopsis","Genus",10
"INEPH","Baetis","Baetis","Genus",10
"INEPH","Baetopus","Baetopus","Genus",10
"INCOL","Bagous","Bagous","Genus",10
"CRREM","Balanus","Balanus","Genus",10
"APOLI","Baltidrilus","Baltidrilus","Genus",10
"APOLI","Heterochaeta","Baltidrilus","Genus",20
"ARACH","Bandakia","Bandakia","Genus",10
"MOBIV","Bankia","Bankia","Genus",10
"APHIR","Barbronia","Barbronia","Genus",10
"MOGAS","Barleeia","Barleeia","Genus",10
"MOBIV","Barnea","Barnea","Genus",10
"MOGAS","Bathyomphalus","Bathyomphalus","Genus",10
"CRAMP","Bathyporeia","Bathyporeia","Genus",10
"CRAMP","Bathyporeia pilosa/sarsi","Bathyporeia","Genus",80
"IDREM","Bazarella","Bazarella","Genus",10
"APTUR","Bdellocephala","Bdellocephala","Genus",10
"IDCHI","Beckidia","Beckidia","Genus",10
"MOGAS","Bela","Bela","Genus",10
"MOGAS","Bellamya","Bellamya","Genus",10
"INTRI","Beraea","Beraea","Genus",10
"INTRI","Beraeodes","Beraeodes","Genus",10
"IDREM","Berdeniella","Berdeniella","Genus",10
"IDREM","Beris","Beris","Genus",10
"INCOL","Berosus","Berosus","Genus",10
"IDREM","Bezzia","Bezzia","Genus",10
"IDREM","Bibio","Bibio","Genus",10
"BRHYP","Bicellariella","Bicellariella","Genus",10
"APOLI","Bichaeta","Bichaeta","Genus",10
"INCOL","Bidessus","Bidessus","Genus",10
"APPOL","Bispira","Bispira","Genus",10
"MOGAS","Bithynia","Bithynia","Genus",10
"MOGAS","Bittium","Bittium","Genus",10
"APPOL","Boccardia","Boccardia","Genus",10
"APPOL","Boccardiella","Boccardiella","Genus",10
"CRREM","Bodotria","Bodotria","Genus",10
"CRISO","Bopyrus","Bopyrus","Genus",10
"IDCHI","Boreochlus","Boreochlus","Genus",10
"IDCHI","Boreoheptagyia","Boreoheptagyia","Genus",10
"MOGAS","Borysthenia","Borysthenia","Genus",10
"APOLI","Bothrioneurum","Bothrioneurum","Genus",10
"MAREM","Botryllus","Botryllus","Genus",10
"INTRI","Brachycentrus","Brachycentrus","Genus",10
"INEPH","Brachycercus","Brachycercus","Genus",10
"ARACH","Brachypoda","Brachypoda","Genus",10
"INREM","Brachyptera","Brachyptera","Genus",10
"INODO","Brachytron","Brachytron","Genus",10
"APPOL","Brada","Brada","Genus",10
"APOLI","Branchiobdella","Branchiobdella","Genus",10
"APOLI","Branchiodrilus","Branchiodrilus","Genus",10
"APPOL","Branchiomma","Branchiomma","Genus",10
"MAREM","Branchiostoma","Branchiostoma","Genus",10
"APOLI","Branchiura","Branchiura","Genus",10
"APOLI","Bratislavia","Bratislavia","Genus",10
"IDCHI","Brillia","Brillia","Genus",10
"ECHIN","Brissopsis","Brissopsis","Genus",10
"INCOL","Brychius","Brychius","Genus",10
"IDCHI","Bryophaenocladius","Bryophaenocladius","Genus",10
"IDCHI","Bryophaenocladius muscicola gr.","Bryophaenocladius","Genus",80
"MOGAS","Buccinum","Buccinum","Genus",10
"IDCHI","Buchonomyia","Buchonomyia","Genus",10
"BRHYP","Bugula","Bugula","Genus",10
"APPOL","Bylgides","Bylgides","Genus",10
"MOGAS","Bythinella","Bythinella","Genus",10
"MOGAS","Caecum","Caecum","Genus",10
"INEPH","Caenis","Caenis","Genus",10
"CRDEC","Callianassa","Callianassa","Genus",10
"INHET","Callicorixa","Callicorixa","Genus",10
"CRAMP","Calliopius","Calliopius","Genus",10
"ARACH","Callipallene","Callipallene","Genus",10
"INODO","Calopteryx","Calopteryx","Genus",10
"MOGAS","Calyptraea","Calyptraea","Genus",10
"BRHYP","Campanulina","Campanulina","Genus",10
"IDREM","Campsicnemus","Campsicnemus","Genus",10
"IDCHI","Camptocladius","Camptocladius","Genus",10
"CRREM","Campylaspis","Campylaspis","Genus",10
"CRDEC","Cancer","Cancer","Genus",10
"APPOL","Capitella","Capitella","Genus",10
"APPOL","Capitomastus","Capitomastus","Genus",10
"CRAMP","Caprella","Caprella","Genus",10
"CRDEC","Carcinus","Carcinus","Genus",10
"IDCHI","Cardiocladius","Cardiocladius","Genus",10
"ARACH","Caspihalacarus","Caspihalacarus","Genus",10
"APHIR","Caspiobdella","Caspiobdella","Genus",10
"INLEP","Cataclysta","Cataclysta","Genus",10
"APPOL","Caulleriella","Caulleriella","Genus",10
"INEPH","Centroptilum","Centroptilum","Genus",10
"INTRI","Ceraclea","Ceraclea","Genus",10
"MOBIV","Cerastoderma","Cerastoderma","Genus",10
"APPOL","Ceratocephale","Ceratocephale","Genus",10
"IDREM","Ceratopogon","Ceratopogon","Genus",10
"INODO","Cercion","Cercion","Genus",10
"INCOL","Cercyon","Cercyon","Genus",10
"MAREM","Cerebratulus","Cerebratulus","Genus",10
"INODO","Ceriagrion","Ceriagrion","Genus",10
"MAREM","Cerianthus","Cerianthus","Genus",10
"MOGAS","Cerithiopsis","Cerithiopsis","Genus",10
"APOLI","Cernosvitoviella","Cernosvitoviella","Genus",10
"INCOL","Chaetarthria","Chaetarthria","Genus",10
"IDCHI","Chaetocladius","Chaetocladius","Genus",10
"IDCHI","Chaetocladius piger agg.","Chaetocladius","Genus",80
"IDCHI","Chaetocladius piger gr.","Chaetocladius","Genus",80
"IDCHI","Chaetocladius vitellinus gr.","Chaetocladius","Genus",80
"MOREM","Chaetoderma","Chaetoderma","Genus",10
"CRAMP","Chaetogammarus","Chaetogammarus","Genus",10
"APOLI","Chaetogaster","Chaetogaster","Genus",10
"APPOL","Chaetopterus","Chaetopterus","Genus",10
"INTRI","Chaetopteryx","Chaetopteryx","Genus",10
"APPOL","Chaetozone","Chaetozone","Genus",10
"INODO","Chalcolestes","Chalcolestes","Genus",10
"MOBIV","Chamelea","Chamelea","Genus",10
"IDREM","Chaoborus","Chaoborus","Genus",10
"IDREM","Cheilotrichia","Cheilotrichia","Genus",10
"CRAMP","Cheirocratus","Cheirocratus","Genus",10
"CRAMP","Chelicorophium","Chelicorophium","Genus",10
"IDREM","Chelifera","Chelifera","Genus",10
"ARACH","Chelomideopsis","Chelomideopsis","Genus",10
"IDCHI","Chernovskiia","Chernovskiia","Genus",10
"INTRI","Cheumatopsyche","Cheumatopsyche","Genus",10
"INTRI","Chimarra","Chimarra","Genus",10
"CRREM","Chirona","Chirona","Genus",10
"IDCHI","Einfeldia/Fleuria","Chironomini","Genus",80
"IDCHI","Chironomus","Chironomus","Genus",10
"IDCHI","Chironomus acutiventris/obtusidens","Chironomus","Genus",80
"IDCHI","Chironomus annularius agg.","Chironomus","Genus",80
"IDCHI","Chironomus luridus agg.","Chironomus","Genus",80
"IDCHI","Chironomus plumosus agg.","Chironomus","Genus",80
"IDCHI","Chironomus riparius agg.","Chironomus","Genus",80
"MOBIV","Chlamys","Chlamys","Genus",10
"IDREM","Chloromyia","Chloromyia","Genus",10
"INREM","Chloroperla","Chloroperla","Genus",10
"APPOL","Chone","Chone","Genus",10
"IDREM","Chorisops","Chorisops","Genus",10
"INEPH","Choroterpes","Choroterpes","Genus",10
"MOGAS","Chrysallida","Chrysallida","Genus",10
"IDREM","Chrysogaster","Chrysogaster","Genus",10
"IDREM","Chrysopilus","Chrysopilus","Genus",10
"IDREM","Chrysops","Chrysops","Genus",10
"MAREM","Ciona","Ciona","Genus",10
"CRISO","Cirolana","Cirolana","Genus",10
"APPOL","Cirratulus","Cirratulus","Genus",10
"APPOL","Cirriformia","Cirriformia","Genus",10
"IDCHI","Cladopelma","Cladopelma","Genus",10
"IDCHI","Cladopelma goetghebueri gr.","Cladopelma","Genus",80
"IDCHI","Cladopelma viridulum gr.","Cladopelma","Genus",80
"IDCHI","Cryptocladopelma","Cladopelma","Genus",20
"IDCHI","Cladotanytarsus","Cladotanytarsus","Genus",10
"IDCHI","Cladotanytarsus mancus gr.","Cladotanytarsus","Genus",80
"IDCHI","Cladotanytarsus vanderwulpi gr.","Cladotanytarsus","Genus",80
"BRHYP","Clava","Clava","Genus",10
"MAREM","Clavelina","Clavelina","Genus",10
"IDREM","Clinocera","Clinocera","Genus",10
"IDCHI","Clinotanypus","Clinotanypus","Genus",10
"BRHYP","Cliona","Cliona","Genus",10
"APOLI","Clitellio","Clitellio","Genus",10
"INEPH","Cloeon","Cloeon","Genus",10
"IDREM","Clogmia","Clogmia","Genus",10
"IDCHI","Clunio","Clunio","Genus",10
"APPOL","Clymenura","Clymenura","Genus",10
"BRHYP","Clytia","Clytia","Genus",10
"IDREM","Clytocerus","Clytocerus","Genus",10
"MOBIV","Cochlodesma","Cochlodesma","Genus",10
"INCOL","Coelostoma","Coelostoma","Genus",10
"INODO","Coenagrion","Coenagrion","Genus",10
"INODO","Coenagrion hastulatum/armatum","Coenagrion","Genus",80
"INODO","Coenagrion mercuriale gr.","Coenagrion","Genus",80
"INODO","Coenagrion puella/pulchellum","Coenagrion","Genus",80
"APOLI","Cognettia","Cognettia","Genus",10
"MOGAS","Colus","Colus","Genus","NA"
"INCOL","Colymbetes","Colymbetes","Genus",10
"IDCHI","Conchapelopia","Conchapelopia","Genus",10
"BRHYP","Conopeum","Conopeum","Genus",10
"IDCHI","Constempellina","Constempellina","Genus",10
"ARACH","Copidognathus","Copidognathus","Genus",10
"IDREM","Coquillettidia","Coquillettidia","Genus",10
"MOBIV","Corbicula","Corbicula","Genus",10
"MOBIV","Corbula","Corbula","Genus",10
"INODO","Cordulegaster","Cordulegaster","Genus",10
"INODO","Cordulia","Cordulia","Genus",10
"BRHYP","Cordylophora","Cordylophora","Genus",10
"MAREM","Corella","Corella","Genus",10
"INHET","Corixa","Corixa","Genus",10
"CRAMP","Corophium","Corophium","Genus",10
"IDCHI","Corynocera","Corynocera","Genus",10
"IDCHI","Corynoneura","Corynoneura","Genus",10
"IDCHI","Corynoneura lobata agg.","Corynoneura","Genus",80
"IDCHI","Corynoneura scutellata agg.","Corynoneura","Genus",80
"CRDEC","Corystes","Corystes","Genus",10
"APPOL","Cossura","Cossura","Genus",10
"CRDEC","Crangon","Crangon","Genus",10
"CRAMP","Crangonyx","Crangonyx","Genus",10
"BRHYP","Craspedacusta","Craspedacusta","Genus",10
"CRAMP","Crassicorophium","Crassicorophium","Genus",10
"MOBIV","Crassostrea","Crassostrea","Genus",10
"MOBIV","Crenella","Crenella","Genus",10
"APTUR","Crenobia","Crenobia","Genus",10
"MOGAS","Crepidula","Crepidula","Genus",10
"IDCHI","Cricotopus","Cricotopus","Genus",10
"IDCHI","Cricotopus cylindraceus/festivellus gr.","Cricotopus","Genus",80
"IDCHI","Cricotopus fuscus agg.","Cricotopus","Genus",80
"IDCHI","Cricotopus fuscus gr.","Cricotopus","Genus",80
"IDCHI","Cricotopus intersectus agg.","Cricotopus","Genus",80
"IDCHI","Cricotopus obnixus gr.","Cricotopus","Genus",80
"IDCHI","Cricotopus ornatus agg.","Cricotopus","Genus",80
"IDCHI","Cricotopus sylvestris agg.","Cricotopus","Genus",80
"IDCHI","Cricotopus sylvestris gr.","Cricotopus","Genus",80
"IDCHI","Cricotopus tibialis gr.","Cricotopus","Genus",80
"IDCHI","Cricotopus triannulatus agg.","Cricotopus","Genus",80
"IDCHI","Cricotopus trifasciatus agg.","Cricotopus","Genus",80
"APOLI","Criodrilus","Criodrilus","Genus",10
"IDREM","Criorhina","Criorhina","Genus",10
"MOGAS","Crisilla","Crisilla","Genus",10
"BRHYP","Cristatella","Cristatella","Genus",10
