"group","provided","accepted","level","quality_code"
"IDCHI","Glyptotendipes caulicola","Glyptotendipes caulicola","Species",10
"IDCHI","Glyptotendipes cauliginellus","Glyptotendipes cauliginellus","Species",10
"IDCHI","Glyptotendipes gripekoveni","Glyptotendipes cauliginellus","Species",20
"IDCHI","Glyptotendipes glaucus","Glyptotendipes glaucus","Species",10
"IDCHI","Glyptotendipes imbecilis","Glyptotendipes imbecilis","Species",10
"IDCHI","Glyptotendipes severini","Glyptotendipes imbecilis","Species",20
"IDCHI","Glyptotendipes ospeli","Glyptotendipes ospeli","Species",10
"IDCHI","Glyptotendipes pallens","Glyptotendipes pallens","Species",10
"IDCHI","Glyptotendipes paripes","Glyptotendipes paripes","Species",10
"IDCHI","Glyptotendipes salinus","Glyptotendipes salinus","Species",10
"IDCHI","Glyptotendipes mancunianus","Glyptotendipes scirpi","Species",20
"IDCHI","Glyptotendipes scirpi","Glyptotendipes scirpi","Species",10
"IDCHI","Glyptotendipes signatus","Glyptotendipes signatus","Species",10
"IDCHI","Glyptotendipes viridis","Glyptotendipes viridis","Species",10
"CRISO","Gnathia dentata","Gnathia dentata","Species","NA"
"CRISO","Gnathia oxyuraea","Gnathia oxyuraea","Species","NA"
"INTRI","Goera pilosa","Goera pilosa","Species",10
"MAREM","Golfingia (Golfingia) elongata","Golfingia (Golfingia) elongata","Species","NA"
"MAREM","Golfingia (Golfingia) vulgaris","Golfingia (Golfingia) vulgaris vulgaris","Species","NA"
"MAREM","Golfingia (Golfingia) vulgaris vulgaris","Golfingia (Golfingia) vulgaris vulgaris","Species","NA"
"MAREM","Golfingia elongata","Golfingia elongata","Species",10
"MAREM","Golfingia vulgaris","Golfingia vulgaris","Species",10
"INODO","Gomphus flavipes","Gomphus flavipes","Species",10
"INODO","Gomphus pulchellus","Gomphus pulchellus","Species",10
"INODO","Gomphus vulgatissimus","Gomphus vulgatissimus","Species",10
"IDREM","Gonempeda flava","Gonempeda flava","Species",10
"CRDEC","Goneplax rhomboides","Goneplax rhomboides","Species",10
"APPOL","Goniada maculata","Goniada maculata","Species",10
"APPOL","Goniadella bobretzkii","Goniadella bobrezkii","Species",20
"APPOL","Goniadella bobrezkii","Goniadella bobrezkii","Species",10
"APPOL","Goniadella gracilis","Goniadella gracilis","Species","NA"
"MOGAS","Goniodoris nodosa","Goniodoris nodosa","Species","NA"
"BRHYP","Gonothyraea loveni","Gonothyraea loveni","Species",10
"MOBIV","Goodallia triangularis","Goodallia triangularis","Species",10
"MOBIV","Gouldia minima","Gouldia minima","Species",10
"IDCHI","Graceus ambiguus","Graceus ambiguus","Species",10
"INTRI","Grammotaulius nigropunctatus","Grammotaulius nigropunctatus","Species",10
"INTRI","Grammotaulius nitidus","Grammotaulius nitidus","Species",10
"INTRI","Grammotaulius submaculatus","Grammotaulius submaculatus","Species",10
"APOLI","Grania postclitellochaeta","Grania postclitellochaeta","Species",10
"APOLI","Grania vikinga","Grania vikinga","Species",10
"INCOL","Graphoderus bilineatus","Graphoderus bilineatus","Species",10
"INCOL","Graphoderus cinereus","Graphoderus cinereus","Species",10
"INCOL","Graphoderus zonatus","Graphoderus zonatus","Species",10
"IDREM","Graphomya maculata","Graphomya maculata","Species",10
"INCOL","Graptodytes bilineatus","Graptodytes bilineatus","Species",10
"INCOL","Graptodytes flavipes","Graptodytes flavipes","Species",10
"INCOL","Graptodytes granularis","Graptodytes granularis","Species",10
"INCOL","Graptodytes pictus","Graptodytes pictus","Species",10
"INCOL","Hydroporus pictus","Graptodytes pictus","Species",20
"INCOL","Grypus brunnirostris","Grypus brunnirostris","Species",10
"INCOL","Grypus equiseti","Grypus equiseti","Species",10
"IDCHI","Guttipelopia guttipennis","Guttipelopia guttipennis","Species",10
"CRISO","Gyge branchialis","Gyge branchialis","Species",10
"IDCHI","Gymnometriocnemus brumalis","Gymnometriocnemus brumalis","Species",10
"IDCHI","Gymnometriocnemus subnudus","Gymnometriocnemus subnudus","Species",10
"IDCHI","Gymnometriocnemus terrestris","Gymnometriocnemus terrestris","Species",10
"APPOL","Gyptis propinqua","Gyptis propinqua","Species","NA"
"MOGAS","Gyraulus acronicus","Gyraulus acronicus","Species",10
"MOGAS","Gyraulus albus","Gyraulus albus","Species",10
"MOGAS","Gyraulus chinensis","Gyraulus chinensis","Species",10
"MOGAS","Armiger crista","Gyraulus crista","Species",20
"MOGAS","Gyraulus crista","Gyraulus crista","Species",10
"MOGAS","Planorbis crista","Gyraulus crista","Species",20
"MOGAS","Gyraulus laevis","Gyraulus laevis","Species",10
"MOGAS","Gyraulus parvus","Gyraulus parvus","Species",10
"MOGAS","Gyraulus riparius","Gyraulus riparius","Species",10
"MOGAS","Gyraulus rossmaessleri","Gyraulus rossmaessleri","Species",10
"INCOL","Gyrinus aeratus","Gyrinus aeratus","Species",10
"INCOL","Gyrinus caspius","Gyrinus caspius","Species",10
"INCOL","Gyrinus colymbus","Gyrinus colymbus","Species",10
"INCOL","Gyrinus distinctus","Gyrinus distinctus","Species",10
"INCOL","Gyrinus marinus","Gyrinus marinus","Species",10
"INCOL","Gyrinus minutus","Gyrinus minutus","Species",10
"INCOL","Gyrinus natator","Gyrinus natator","Species",10
"INCOL","Gyrinus paykulli","Gyrinus paykulli","Species",10
"INCOL","Gyrinus substriatus","Gyrinus substriatus","Species",10
"INCOL","Gyrinus suffriani","Gyrinus suffriani","Species",10
"APOLI","Haber speciosus","Haber speciosus","Species",10
"APOLI","Peloscolex speciosus","Haber speciosus","Species",20
"INEPH","Habroleptoides confusa","Habroleptoides confusa","Species",10
"INEPH","Habroleptoides modesta","Habroleptoides modesta","Species",10
"INEPH","Habrophlebia fusca","Habrophlebia fusca","Species",10
"INEPH","Habrophlebia lauta","Habrophlebia lauta","Species",10
"IDREM","Haematopota pluvialis","Haematopota pluvialis","Species",10
"APOLI","Haemonais waldvogeli","Haemonais waldvogeli","Species",10
"APHIR","Haemopis sanguisuga","Haemopis sanguisuga","Species",10
"INTRI","Hagenella clathrata","Hagenella clathrata","Species",10
"INTRI","Halesus digitatus","Halesus digitatus","Species",10
"INTRI","Halesus radiatus","Halesus radiatus","Species",10
"INTRI","Halesus tesselatus","Halesus tesselatus","Species",10
"BRHYP","Halichondria panicea","Halichondria panicea","Species",10
"MAREM","Diadumene luciae","Haliplanella lineata","Species",20
"MAREM","Haliplanella lineata","Haliplanella lineata","Species",10
"MAREM","Sagartia luciae","Haliplanella lineata","Species",20
"INCOL","Haliplus apicalis","Haliplus apicalis","Species",10
"INCOL","Haliplus confinis","Haliplus confinis","Species",10
"INCOL","Haliplus flavicollis","Haliplus flavicollis","Species",10
"INCOL","Haliplus fluviatilis","Haliplus fluviatilis","Species",10
"INCOL","Haliplus fulvicollis","Haliplus fulvicollis","Species",10
"INCOL","Haliplus fulvus","Haliplus fulvus","Species",10
"INCOL","Haliplus furcatus","Haliplus furcatus","Species",10
"INCOL","Haliplus heydeni","Haliplus heydeni","Species",10
"INCOL","Haliplus immaculatus","Haliplus immaculatus","Species",10
"INCOL","Haliplus laminatus","Haliplus laminatus","Species",10
"INCOL","Haliplus lineatocollis","Haliplus lineatocollis","Species",10
"INCOL","Haliplus lineolatus","Haliplus lineolatus","Species",10
"INCOL","Haliplus mucronatus","Haliplus mucronatus","Species",10
"INCOL","Haliplus amoenus","Haliplus obliquus","Species",20
"INCOL","Haliplus obliquus","Haliplus obliquus","Species",10
"INCOL","Haliplus ruficollis","Haliplus ruficollis","Species",10
"INCOL","Haliplus sibiricus","Haliplus sibiricus","Species",10
"INCOL","Haliplus wehnckei","Haliplus sibiricus","Species",20
"INCOL","Haliplus variegatus","Haliplus variegatus","Species",10
"INCOL","Haliplus varius","Haliplus varius","Species",10
"IDCHI","Halocladius braunsi","Halocladius braunsi","Species",10
"IDCHI","Halocladius fucicola","Halocladius fucicola","Species",10
"IDCHI","Halocladius variabilis","Halocladius variabilis","Species",10
"IDCHI","Halocladius varians","Halocladius varians","Species",10
"CRAMP","Haploops tubicola","Haploops tubicola","Species","NA"
"APOLI","Haplotaxis gordioides","Haplotaxis gordioides","Species",10
"APPOL","Harmothoe antilopes","Harmothoe antilopes","Species",10
"APPOL","Harmothoe aspera","Harmothoe aspera","Species","NA"
"APPOL","Harmothoe clavigera","Harmothoe clavigera","Species",10
"APPOL","Harmothoe extenuata","Harmothoe extenuata","Species",10
"APPOL","Harmothoe fragilis","Harmothoe fragilis","Species","NA"
"APPOL","Harmothoe glabra","Harmothoe glabra","Species",10
"APPOL","Malmgreniella glabra","Harmothoe glabra","Species",20
"APPOL","Harmothoe imbricata","Harmothoe imbricata","Species",10
"APPOL","Harmothoe impar","Harmothoe impar","Species",10
"APPOL","Harmothoe longisetis","Harmothoe longisetis","Species",10
"IDCHI","Harnischia curtilamellata","Harnischia curtilamellata","Species",10
"IDCHI","Harnischia fuscimana","Harnischia fuscimana","Species",10
"CRAMP","Harpinia antennaria","Harpinia antennaria","Species",10
"CRAMP","Harpinia crenulata","Harpinia crenulata","Species",10
"CRAMP","Harpinia laevis","Harpinia laevis","Species",10
"CRAMP","Harpinia pectinata","Harpinia pectinata","Species",10
"BRHYP","Hartlaubella gelatinosa","Hartlaubella gelatinosa","Species",10
"CRAMP","Haustorius arenarius","Haustorius arenarius","Species",10
"INHET","Hebrus pusillus","Hebrus pusillus","Species",10
"INHET","Hebrus ruficeps","Hebrus ruficeps","Species",10
"APPOL","Hediste diversicolor","Hediste diversicolor","Species",10
"APPOL","Nereis diversicolor","Hediste diversicolor","Species",20
"IDCHI","Heleniella ornaticollis","Heleniella ornaticollis","Species",10
"MOGAS","Heleobia stagnorum","Heleobia stagnorum","Species",10
"MOGAS","Hydrobia stagnorum","Heleobia stagnorum","Species",20
"IDREM","Helius longirostris","Helius longirostris","Species",10
"APHIR","Helobdella europaea","Helobdella europaea","Species",10
"APHIR","Clepsine bioculata","Helobdella stagnalis","Species",20
"APHIR","Helobdella stagnalis","Helobdella stagnalis","Species",10
"INCOL","Helochares griseus","Helochares lividus","Species",20
"INCOL","Helochares lividus","Helochares lividus","Species",10
"INCOL","Helochares obscurus","Helochares obscurus","Species",10
"INCOL","Helochares punctatus","Helochares punctatus","Species",10
"IDREM","Helophilus affinis","Helophilus affinis","Species",10
"IDREM","Helophilus pendulus","Helophilus pendulus","Species",10
"IDREM","Helophilus trivittatus","Helophilus trivittatus","Species",10
"INCOL","Helophorus aequalis","Helophorus aequalis","Species",10
"INCOL","Helophorus alternans","Helophorus alternans","Species",10
"INCOL","Helophorus aquaticus","Helophorus aquaticus","Species",10
"INCOL","Helophorus arvernicus","Helophorus arvernicus","Species",10
"INCOL","Helophorus asperatus","Helophorus asperatus","Species",10
"INCOL","Helophorus brevipalpis","Helophorus brevipalpis","Species",10
"INCOL","Helophorus dorsalis","Helophorus dorsalis","Species",10
"INCOL","Helophorus flavipes","Helophorus flavipes","Species",10
"INCOL","Helophorus fulgidicollis","Helophorus fulgidicollis","Species",10
"INCOL","Helophorus grandis","Helophorus grandis","Species",10
"INCOL","Helophorus granularis","Helophorus granularis","Species",10
"INCOL","Helophorus griseus","Helophorus griseus","Species",10
"INCOL","Helophorus laticollis","Helophorus laticollis","Species",10
"INCOL","Helophorus longitarsis","Helophorus longitarsis","Species",10
"INCOL","Helophorus minutus","Helophorus minutus","Species",10
"INCOL","Helophorus nanus","Helophorus nanus","Species",10
"INCOL","Helophorus nubilus","Helophorus nubilus","Species",10
"INCOL","Helophorus obscurus","Helophorus obscurus","Species",10
"INCOL","Helophorus porculus","Helophorus porculus","Species",10
"INCOL","Helophorus fallax","Helophorus pumilio","Species",20
"INCOL","Helophorus pumilio","Helophorus pumilio","Species",10
"INCOL","Helophorus rufipes","Helophorus rufipes","Species",10
"INCOL","Helophorus strigifrons","Helophorus strigifrons","Species",10
"INCOL","Helophorus tuberculatus","Helophorus tuberculatus","Species",10
"APHIR","Hemiclepsis marginata","Hemiclepsis marginata","Species",10
"CRDEC","Hemigrapsus penicillatus","Hemigrapsus penicillatus","Species",10
"CRDEC","Hemigrapsus sanguineus","Hemigrapsus sanguineus","Species",10
"CRDEC","Hemigrapsus takanoi","Hemigrapsus takanoi","Species",10
"CRREM","Hemilamprops rosea","Hemilamprops roseus","Species","NA"
"CRREM","Hemilamprops roseus","Hemilamprops roseus","Species","NA"
"MOBIV","Hemilepton nitidum","Hemilepton nitidum","Species",10
"MOBIV","Lepton nitidum","Hemilepton nitidum","Species",20
"CRMYS","Hemimysis anomala","Hemimysis anomala","Species",10
"CRMYS","Hemimysis lamornae","Hemimysis lamornae","Species",10
"APOLI","Henlea perpusilla","Henlea perpusilla","Species",10
"APOLI","Henlea ventriculosa","Henlea ventriculosa","Species",10
"ECHIN","Henricia oculata","Henricia oculata","Species","NA"
"INEPH","Heptagenia coerulans","Heptagenia coerulans","Species",10
"INEPH","Heptagenia flava","Heptagenia flava","Species",10
"INEPH","Heptagenia longicauda","Heptagenia longicauda","Species",10
"INEPH","Heptagenia sulphurea","Heptagenia sulphurea","Species",10
"IDREM","Heptatoma pellucens","Heptatoma pellucens","Species",10
"MOGAS","Hermania scabra","Hermania scabra","Species","NA"
"MOGAS","Philine scabra","Hermania scabra","Species","NA"
"APPOL","Hermodice carunculata","Hermodice carunculata","Species",10
"APPOL","Hesionura elongata","Hesionura elongata","Species",10
"INHET","Hesperocorixa castanea","Hesperocorixa castanea","Species",10
"INHET","Hesperocorixa linnaei","Hesperocorixa linnaei","Species",10
"INHET","Hesperocorixa moesta","Hesperocorixa moesta","Species",10
"INHET","Hesperocorixa sahlbergi","Hesperocorixa sahlbergi","Species",10
"MOBIV","Heteranomia squamula","Heteranomia squamula","Species","NA"
"INCOL","Heterocerus fenestratus","Heterocerus fenestratus","Species",10
"INCOL","Heterocerus flexuosus","Heterocerus flexuosus","Species",10
"INCOL","Heterocerus fossor","Heterocerus fossor","Species",10
"INCOL","Heterocerus fusculus","Heterocerus fusculus","Species",10
"INCOL","Heterocerus marginatus","Heterocerus marginatus","Species",10
"INCOL","Heterocerus obsoletus","Heterocerus obsoletus","Species",10
"APPOL","Heteromastus filiformis","Heteromastus filiformis","Species",10
"CRMYS","Heteromysis microps","Heteromysis microps","Species",10
"MOBIV","Heterotanais oerstedi","Heterotanais oerstedii","Species","NA"
"IDCHI","Heterotanytarsus apicalis","Heterotanytarsus apicalis","Species",10
"IDCHI","Heterotrissocladius marcidus","Heterotrissocladius marcidus","Species",10
"ARACH","Heterozetes palustris","Heterozetes palustris","Species",10
"MOBIV","Hiatella arctica","Hiatella arctica","Species",10
"APPOL","Hilbigneris gracilis","Hilbigneris gracilis","Species","NA"
"MOGAS","Hippeutis complanatus","Hippeutis complanatus","Species",10
"MOGAS","Segmentina complanata","Hippeutis complanatus","Species",20
"CRDEC","Hippolyte leptocerus","Hippolyte leptocerus","Species",10
"CRDEC","Hippolyte varians","Hippolyte varians","Species",10
"CRAMP","Hippomedon denticulatus","Hippomedon denticulatus","Species",10
"APHIR","Hirudo medicinalis","Hirudo medicinalis","Species",10
"INTRI","Holocentropus dubius","Holocentropus dubius","Species",10
"INTRI","Holocentropus insignis","Holocentropus insignis","Species",10
"INTRI","Holocentropus picicornis","Holocentropus picicornis","Species",10
"INTRI","Holocentropus stagnalis","Holocentropus stagnalis","Species",10
"IDREM","Hoplolabis vicina","Hoplolabis vicina","Species",10
"MOGAS","Hyala vitrea","Hyala vitrea","Species",10
"CRAMP","Hyale prevosti","Hyale prevosti","Species",10
"CRAMP","Hyale schmidti","Hyale schmidti","Species",10
"BRHYP","Hyalinella punctata","Hyalinella punctata","Species",10
"APPOL","Hyalinoecia tubicola","Hyalinoecia tubicola","Species","NA"
"CRDEC","Hyas araneus","Hyas araneus","Species","NA"
"CRDEC","Hyas coarctatus","Hyas coarctatus","Species","NA"
"IDREM","Hybomitra bimaculata","Hybomitra bimaculata","Species",10
"IDREM","Hybomitra ciureai","Hybomitra ciureai","Species",10
"IDREM","Hybomitra distinguenda","Hybomitra distinguenda","Species",10
"IDREM","Hybomitra expollicata","Hybomitra expollicata","Species",10
"IDREM","Hybomitra lundbecki","Hybomitra lundbecki","Species",10
"IDREM","Hybomitra muehlfeldi","Hybomitra muehlfeldi","Species",10
"INCOL","Hydaticus seminiger","Hydaticus seminiger","Species",10
"INCOL","Hydaticus transversalis","Hydaticus transversalis","Species",10
"INTRI","Hydatophylax infumatus","Hydatophylax infumatus","Species",10
"BRHYP","Hydra attenuata","Hydra circumcincta","Species",20
"BRHYP","Hydra circumcincta","Hydra circumcincta","Species",10
"BRHYP","Hydra oligactis","Hydra oligactis","Species",10
"BRHYP","Hydra viridissima","Hydra viridissima","Species",10
"BRHYP","Hydra vulgaris","Hydra vulgaris","Species",10
"ARACH","Hydrachna aspratilis","Hydrachna aspratilis","Species",10
"ARACH","Hydrachna comosa","Hydrachna comosa","Species",10
"ARACH","Hydrachna conjecta","Hydrachna conjecta","Species",10
"ARACH","Hydrachna crassipalpis","Hydrachna crassipalpis","Species",10
"ARACH","Hydrachna cruenta","Hydrachna cruenta","Species",10
"ARACH","Hydrachna geographica","Hydrachna geographica","Species",10
"ARACH","Hydrachna globosa","Hydrachna globosa","Species",10
"ARACH","Hydrachna uniscutata","Hydrachna globosa","Species",20
"ARACH","Hydrachna goldfeldi","Hydrachna goldfeldi","Species",10
"ARACH","Hydrachna incisa","Hydrachna incisa","Species",10
"ARACH","Hydrachna leegei","Hydrachna leegei","Species",10
"ARACH","Hydrachna processifera","Hydrachna processifera","Species",10
"ARACH","Hydrachna regulifera","Hydrachna regulifera","Species",10
"ARACH","Hydrachna skorikowi","Hydrachna skorikowi","Species",10
"BRHYP","Hydractinia carnea","Hydractinia carnea","Species",10
"BRHYP","Hydractinia echinata","Hydractinia echinata","Species",10
"INCOL","Hydraena assimilis","Hydraena assimilis","Species",10
"INCOL","Hydraena belgica","Hydraena belgica","Species",10
"INCOL","Hydraena britteni","Hydraena britteni","Species",10
"INCOL","Hydraena excisa","Hydraena excisa","Species",10
"INCOL","Hydraena flavipes","Hydraena flavipes","Species",10
"INCOL","Hydraena minutissima","Hydraena flavipes","Species",20
"INCOL","Hydraena gracilis","Hydraena gracilis","Species",10
"INCOL","Hydraena bohemica","Hydraena melas","Species",20
"INCOL","Hydraena melas","Hydraena melas","Species",10
"INCOL","Hydraena nigrita","Hydraena nigrita","Species",10
"INCOL","Hydraena palustris","Hydraena palustris","Species",10
"INCOL","Hydraena pulchella","Hydraena pulchella","Species",10
"INCOL","Hydraena pygmaea","Hydraena pygmaea","Species",10
"INCOL","Hydraena riparia","Hydraena riparia","Species",10
"INCOL","Hydraena testacea","Hydraena testacea","Species",10
"IDREM","Hydrellia albilabris","Hydrellia albilabris","Species",10
"IDREM","Hydrellia griseola","Hydrellia griseola","Species",10
"IDCHI","Hydrobaenus distylus","Hydrobaenus distylus","Species",10
"IDCHI","Hydrobaenus lugubris","Hydrobaenus lugubris","Species",10
"IDCHI","Hydrobaenus pilipes","Hydrobaenus pilipes","Species",10
"MOGAS","Hydrobia acuta","Hydrobia acuta","Species",10
"MOGAS","Hydrobia neglecta","Hydrobia acuta","Species",20
"INCOL","Hydrobius fuscipes","Hydrobius fuscipes","Species",10
"INCOL","Hydrochara caraboides","Hydrochara caraboides","Species",10
"ARACH","Hydrochoreutes krameri","Hydrochoreutes krameri","Species",10
"ARACH","Hydrochoreutes ungulatus","Hydrochoreutes ungulatus","Species",10
"INCOL","Hydrochus angustatus","Hydrochus angustatus","Species",10
"INCOL","Hydrochus brevis","Hydrochus brevis","Species",10
"INCOL","Hydrochus carinatus","Hydrochus crenatus","Species",20
"INCOL","Hydrochus crenatus","Hydrochus crenatus","Species",10
"INCOL","Hydrochus elongatus","Hydrochus elongatus","Species",10
"INCOL","Hydrochus ignicollis","Hydrochus ignicollis","Species",10
"INCOL","Hydrochus megaphallus","Hydrochus megaphallus","Species",10
"INCOL","Hydrochus nitidicollis","Hydrochus nitidicollis","Species",10
"INCOL","Hydrocyphon deflexicollis","Hydrocyphon deflexicollis","Species",10
"ARACH","Hydrodroma despiciens","Hydrodroma despiciens","Species",10
"ARACH","Hydrodroma pilosa","Hydrodroma pilosa","Species",10
"ARACH","Hydrodroma torrenticola","Hydrodroma torrenticola","Species",10
"INCOL","Bidessus geminus","Hydroglyphus geminus","Species",20
"INCOL","Hydroglyphus geminus","Hydroglyphus geminus","Species",10
"INCOL","Hydroglyphus pusillus","Hydroglyphus geminus","Species",20
"APPOL","Hydroides norvegica","Hydroides norvegica","Species","NA"
"APPOL","Hydroides norvegicus","Hydroides norvegicus","Species",10
"INHET","Hydrometra gracilenta","Hydrometra gracilenta","Species",10
"INHET","Hydrometra stagnorum","Hydrometra stagnorum","Species",10
"IDREM","Hydromya dorsalis","Hydromya dorsalis","Species",10
"IDREM","Hydromyza livens","Hydromyza livens","Species",10
"INCOL","Hydrophilus aterrimus","Hydrophilus aterrimus","Species",10
"INCOL","Hydrophilus piceus","Hydrophilus piceus","Species",10
"INCOL","Hydrous piceus","Hydrophilus piceus","Species",20
"INCOL","Hydroporus angustatus","Hydroporus angustatus","Species",10
"INCOL","Hydroporus discretus","Hydroporus discretus","Species",10
"INCOL","Hydroporus elongatulus","Hydroporus elongatulus","Species",10
"INCOL","Hydroporus erythrocephalus","Hydroporus erythrocephalus","Species",10
"INCOL","Hydroporus ferrugineus","Hydroporus ferrugineus","Species",10
"INCOL","Hydroporus glabriusculus","Hydroporus glabriusculus","Species",10
"INCOL","Hydroporus gyllenhalii","Hydroporus gyllenhalii","Species",10
"INCOL","Hydroporus incognitus","Hydroporus incognitus","Species",10
"INCOL","Hydroporus longicornis","Hydroporus longicornis","Species",10
"INCOL","Hydroporus longulus","Hydroporus longulus","Species",10
"INCOL","Hydroporus marginatus","Hydroporus marginatus","Species",10
"INCOL","Hydroporus melanarius","Hydroporus melanarius","Species",10
"INCOL","Hydroporus memnonius","Hydroporus memnonius","Species",10
"INCOL","Hydroporus melanocephalus","Hydroporus morio","Species",20
"INCOL","Hydroporus morio","Hydroporus morio","Species",10
"INCOL","Hydroporus neglectus","Hydroporus neglectus","Species",10
"INCOL","Hydroporus nigrita","Hydroporus nigrita","Species",10
"INCOL","Hydroporus notatus","Hydroporus notatus","Species",10
"INCOL","Hydroporus obscurus","Hydroporus obscurus","Species",10
"INCOL","Hydroporus palustris","Hydroporus palustris","Species",10
"INCOL","Hydroporus planus","Hydroporus planus","Species",10
"INCOL","Hydroporus pubescens","Hydroporus pubescens","Species",10
"INCOL","Hydroporus rufifrons","Hydroporus rufifrons","Species",10
"INCOL","Hydroporus scalesianus","Hydroporus scalesianus","Species",10
"INCOL","Hydroporus striola","Hydroporus striola","Species",10
"INCOL","Hydroporus tessellatus","Hydroporus tessellatus","Species",10
"INCOL","Hydroporus tristis","Hydroporus tristis","Species",10
"INCOL","Hydroporus umbrosus","Hydroporus umbrosus","Species",10
"INTRI","Hydropsyche angustipennis","Hydropsyche angustipennis","Species",10
"INTRI","Hydropsyche bulgaromanorum","Hydropsyche bulgaromanorum","Species",10
"INTRI","Hydropsyche contubernalis","Hydropsyche contubernalis","Species",10
"INTRI","Hydropsyche dinarica","Hydropsyche dinarica","Species",10
"INTRI","Hydropsyche exocellata","Hydropsyche exocellata","Species",10
"INTRI","Hydropsyche fulvipes","Hydropsyche fulvipes","Species",10
"INTRI","Hydropsyche guttata","Hydropsyche guttata","Species",10
"INTRI","Hydropsyche incognita","Hydropsyche incognita","Species",10
"INTRI","Hydropsyche instabilis","Hydropsyche instabilis","Species",10
"INTRI","Hydropsyche modesta","Hydropsyche modesta","Species",10
"INTRI","Hydropsyche ornatula","Hydropsyche ornatula","Species",10
"INTRI","Hydropsyche pellucidula","Hydropsyche pellucidula","Species",10
"INTRI","Hydropsyche saxonica","Hydropsyche saxonica","Species",10
"INTRI","Hydropsyche siltalai","Hydropsyche siltalai","Species",10
"INTRI","Hydroptila cornuta","Hydroptila cornuta","Species",10
"INTRI","Hydroptila dampfi","Hydroptila dampfi","Species",10
"INTRI","Hydroptila pulchricornis","Hydroptila pulchricornis","Species",10
"INTRI","Hydroptila simulans","Hydroptila simulans","Species",10
"INTRI","Hydroptila sparsa","Hydroptila sparsa","Species",10
"INTRI","Hydroptila tineoides","Hydroptila tineoides","Species",10
"INTRI","Hydroptila vectis","Hydroptila vectis","Species",10
"IDCHI","Hydrosmittia oxoniana","Hydrosmittia oxoniana","Species",10
"IDCHI","Pseudosmittia oxoniana","Hydrosmittia oxoniana","Species",20
"IDCHI","Hydrosmittia ruttneri","Hydrosmittia ruttneri","Species",10
"IDCHI","Pseudosmittia ruttneri","Hydrosmittia ruttneri","Species",20
"IDCHI","Hydrosmittia virgo","Hydrosmittia virgo","Species",10
"IDCHI","Pseudosmittia virgo","Hydrosmittia virgo","Species",20
"INCOL","Hydrovatus cuspidatus","Hydrovatus cuspidatus","Species",10
"ARACH","Hydrozetes confervae","Hydrozetes confervae","Species",10
"ARACH","Hydrozetes lacustris","Hydrozetes lacustris","Species",10
"ARACH","Hydrozetes parisiensis","Hydrozetes lacustris","Species",20
"ARACH","Hydrozetes lemnae","Hydrozetes lemnae","Species",10
"ARACH","Hydryphantes abnormis","Hydryphantes abnormis","Species",10
"ARACH","Hydryphantes crassipalpis","Hydryphantes crassipalpis","Species",10
"ARACH","Hydryphantes dispar","Hydryphantes dispar","Species",10
"ARACH","Hydryphantes flexuosus","Hydryphantes flexuosus","Species",10
"ARACH","Hydryphantes hellichi","Hydryphantes hellichi","Species",10
"ARACH","Hydryphantes octoporus","Hydryphantes octoporus","Species",10
"ARACH","Hydryphantes parmulatus","Hydryphantes parmulatus","Species",10
"ARACH","Hydryphantes placationis","Hydryphantes placationis","Species",10
"ARACH","Hydryphantes planus","Hydryphantes planus","Species",10
"ARACH","Hydryphantes ruber","Hydryphantes ruber","Species",10
"ARACH","Hydryphantes tenuipalpis","Hydryphantes tenuipalpis","Species",10
"ARACH","Hygrobates calliger","Hygrobates calliger","Species",10
"ARACH","Hygrobates fluviatilis","Hygrobates fluviatilis","Species",10
"ARACH","Hygrobates longipalpis","Hygrobates longipalpis","Species",10
"ARACH","Hygrobates longiporus","Hygrobates longiporus","Species",10
"ARACH","Hygrobates nigromaculatus [1]","Hygrobates nigromaculatus [1]","Species",10
"ARACH","Hygrobates nigromaculatus [2]","Hygrobates nigromaculatus [2]","Species",10
"ARACH","Hygrobates setosus","Hygrobates setosus","Species",10
"ARACH","Hygrobates trigonicus","Hygrobates trigonicus","Species",10
"INCOL","Hygrobia hermanni","Hygrobia hermanni","Species",10
"INCOL","Hygrobia tarda","Hygrobia hermanni","Species",20
"INCOL","Coelambus confluens","Hygrotus confluens","Species",20
"INCOL","Hygrotus confluens","Hygrotus confluens","Species",10
"INCOL","Hygrotus decoratus","Hygrotus decoratus","Species",10
"INCOL","Coelambus impressopunctatus","Hygrotus impressopunctatus","Species",20
"INCOL","Hygrotus impressopunctatus","Hygrotus impressopunctatus","Species",10
"INCOL","Hygrotus inaequalis","Hygrotus inaequalis","Species",10
"INCOL","Coelambus nigrolineatus","Hygrotus nigrolineatus","Species",20
"INCOL","Hygrotus nigrolineatus","Hygrotus nigrolineatus","Species",10
"INCOL","Coelambus novemlineatus","Hygrotus novemlineatus","Species",20
"INCOL","Hygrotus novemlineatus","Hygrotus novemlineatus","Species",10
"INCOL","Coelambus parallellogrammus","Hygrotus parallellogrammus","Species",20
"INCOL","Hygrotus parallellogrammus","Hygrotus parallellogrammus","Species",10
"INCOL","Hygrotus versicolor","Hygrotus versicolor","Species",10
"APPOL","Hypania invalida","Hypania invalida","Species",10
"APPOL","Eteone foliosa","Hypereteone foliosa","Species",20
"APPOL","Hypereteone foliosa","Hypereteone foliosa","Species",10
